"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
ptwithdraw_instruct_mon,patient_withdrawal_monash_health,,descriptive,"<div class=""rich-text-field-label""><h3><span style=""font-weight: normal;"">Patient Withdrawal</span></h3> <div class=""yellow"" style=""text-align: left;""> <h6 style=""text-align: left;"">Please open this page in survey view to complete the withdrawal form with the patient<span style=""font-weight: normal;""> </span></h6> </div> <p><br><span style=""font-weight: normal;"">In the top right, click</span> Survey options > Open survey<span style=""font-weight: normal;""><span style=""font-weight: normal;""><br></span></span></p> <p><img src=""https://redcap.health.uq.edu.au/redcap_v13.10.4/DataEntry/image_view.php?pid=2591&id=272053&doc_id_hash=089bdc5630331efdb91c4193bfcb659d472c75c1"" alt="""" width=""264"" height=""153""></p></div>",,,,,,,,,,,,," @HIDDEN-SURVEY"
ptwithdraw_upload_mon,patient_withdrawal_monash_health,,file,"Upload copy of signed withdrawal form",,,,,,,,,,,,,
ptwithdraw_form_mon,patient_withdrawal_monash_health,,descriptive,"Copy of withdrawal form",,,,,,,,,,,,," @HIDDEN-SURVEY"
ptwithdraw_date_mon,patient_withdrawal_monash_health,,text,"Date and time opened",,,,,,,,,,,,," @HIDDEN-SURVEY @NOW @READONLY"
ptwithdraw_header1_mon,patient_withdrawal_monash_health,,descriptive,"<h2><span style=""font-weight: normal;""><strong>Title of Project: </strong></span>Driving High-Value Aphasia Care through Meaningful Health System Monitoring. </h2>",,,,,,,,,,,,,
ptwithdraw_header2_mon,patient_withdrawal_monash_health,,descriptive,"<h2><span style=""font-weight: normal;""><strong>Lay Title: </strong></span>Measuring and Monitoring Aphasia Services </h2>",,,,,,,,,,,,,
ptwithdraw_investigators_mon,patient_withdrawal_monash_health,,descriptive,"<div class=""rich-text-field-label""><h2><strong>Researchers:</strong></h2> <h3 style=""line-height: 115%; mso-layout-grid-align: none; text-autospace: none;"">Dr Sarah Wallace (1), Prof David Copland (1), Dr Sam Harvey (1), Dr Caroline Baker (2), Kathryn Potter (2)</h3> <h3 style=""line-height: 115%;""> </h3> <h4 style=""line-height: 115%; mso-layout-grid-align: none; text-autospace: none;"">(1) STARS Education and Research Alliance, The University of Queensland and Metro North Health, Queensland, (2) Speech Pathology Department, Monash Health</h4></div>",,,,,,,,,,,,,
ptwithdraw_info_mon,patient_withdrawal_monash_health,,descriptive,"<div class=""rich-text-field-label""><h2><span style=""text-decoration: underline;""><span style=""color: rgb(0, 0, 0); text-decoration: underline;""><strong>Declaration by Participant</strong></span></span></h2> <h2 style=""line-height: 200%;""><span style=""color: #000000;""><strong><span style=""font-weight: normal;"">I wish to </span>withdraw from participation <span style=""font-weight: normal;"">from this research project. </span></strong></span></h2> <h2 style=""line-height: 200%;""><span style=""color: #000000;""><strong><span style=""font-weight: normal;"">I understand this will</span> not affect my routine care. </strong></span></h2> <h2 style=""line-height: 200%;""><span style=""color: #000000;""><strong><span style=""font-weight: normal;"">I understand that this will not affect my relationships with the researchers of The University of Queensland or with hospital staff. </span></strong></span></h2></div>",,,,,,,,,,,,,
ptwithdraw_name_mon,patient_withdrawal_monash_health,,text,"<div class=""rich-text-field-label""><h2><span style=""color: rgb(0, 0, 0);""><strong>Name of Participant</strong></span></h2></div>",,,,,,,,y,,,,,
ptwithdraw_sign_mon,patient_withdrawal_monash_health,,file,"<div class=""rich-text-field-label""><h2><span style=""color: rgb(0, 0, 0);""><strong>Signature</strong></span></h2></div>",,,signature,,,,,y,,,,,
ptwithdraw_signdate_mon,patient_withdrawal_monash_health,,text,"<div class=""rich-text-field-label""><h2><span style=""color: rgb(0, 0, 0);""><strong>Date</strong></span></h2></div>",,,date_dmy,,,,,y,,,,,
ptwithdraw_verbaldesc_mon,patient_withdrawal_monash_health,,notes,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">In the event that the participant's decision to withdraw is communicated verbally, a Researcher must provide a description of the circumstances below.</span></p></div>",,,,,,,,,LV,,,,
continue3_fh,patient_withdrawal_fremantle_hospital,,descriptive,"<div class=""yellow"" style=""text-align: left;""> <h6 style=""text-align: left;"">Please continue to the next page to complete the withdrawal form for the selected admission hospital site<span style=""font-weight: normal;""> </span></h6> </div> <p>",,,,,,,[screen_hospital]='13',,,,,,
ptwithdraw_instruct_fh,patient_withdrawal_fremantle_hospital,,descriptive,"<div class=""rich-text-field-label""><h3><span style=""font-weight: normal;"">Patient Withdrawal</span></h3> <div class=""yellow"" style=""text-align: left;""> <h6 style=""text-align: left;"">Please open this page in survey view to complete the withdrawal form with the patient<span style=""font-weight: normal;""> </span></h6> </div> <p><br><span style=""font-weight: normal;"">In the top right, click</span> Survey options > Open survey<span style=""font-weight: normal;""><span style=""font-weight: normal;""><br></span></span></p> <p><img src=""https://redcap.health.uq.edu.au/redcap_v13.10.4/DataEntry/image_view.php?pid=2591&id=272053&doc_id_hash=089bdc5630331efdb91c4193bfcb659d472c75c1"" alt="""" width=""264"" height=""153""></p></div>",,,,,,,[screen_hospital]='14',,,,,," @HIDDEN-SURVEY"
ptwithdraw_upload_fh,patient_withdrawal_fremantle_hospital,,file,"Upload copy of signed withdrawal form",,,,,,,[screen_hospital]='14',,,,,,
ptwithdraw_form_fh,patient_withdrawal_fremantle_hospital,,descriptive,"Copy of withdrawal form",,,,,,,[screen_hospital]='14',,,,,," @HIDDEN-SURVEY"
ptwithdraw_date_fh,patient_withdrawal_fremantle_hospital,,text,"Date and time opened",,,,,,,[screen_hospital]='14',,,,,," @HIDDEN-SURVEY @NOW @READONLY"
ptwithdraw_header1_fh,patient_withdrawal_fremantle_hospital,,descriptive,"<h2><span style=""font-weight: normal;""><strong>Title of Project: </strong></span>Driving High-Value Aphasia Care through Meaningful Health System Monitoring. </h2>",,,,,,,[screen_hospital]='14',,,,,,
ptwithdraw_header2_fh,patient_withdrawal_fremantle_hospital,,descriptive,"<h2><span style=""font-weight: normal;""><strong>Lay Title: </strong></span>Measuring and Monitoring Aphasia Services </h2>",,,,,,,[screen_hospital]='14',,,,,,
ptwithdraw_investigators_fh,patient_withdrawal_fremantle_hospital,,descriptive,"<div class=""rich-text-field-label""><h2><strong>Researchers:</strong></h2> <table style=""border-collapse: collapse; width: 100%; height: 1680.14px;"" border=""1""> <tbody> <tr style=""height: 157px;""> <td style=""width: 19.0257%; height: 157px;""><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://redcap.health.uq.edu.au/redcap_v14.3.4/DataEntry/image_view.php?pid=2591&id=245446&doc_id_hash=a5cb28a20a18dc094ee2720c118ade90ef841009"" alt="""" width=""95"" height=""107""></td> <td style=""width: 80.9743%; padding: 0cm 5.4pt; height: 157px;""> <h2 style=""line-height: 150%;""><span style=""font-weight: normal;"">Marissa Stone</span></h2> <h3 style=""line-height: 150%;"">The University of Queensland, St Vincent's Hospital Melbourne</h3> </td> </tr> <tr style=""height: 128.578px;""> <td style=""width: 19.0257%; height: 128.578px;""><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://redcap.health.uq.edu.au/redcap_v14.3.4/DataEntry/image_view.php?pid=2591&id=245448&doc_id_hash=72bc207b792073596d65e78ee2b757122add3729"" alt="""" width=""95"" height=""102""></td> <td style=""width: 80.9743%; height: 128.578px;""> <h2>Sally Zingelman</h2> <h3><span style=""font-weight: normal;"">STARS Education and Research Alliance, The University of Queensland and Metro North Health, Queensland</span></h3> </td> </tr> <tr style=""height: 113px;""> <td style=""width: 19.0257%; height: 113px;""> <h2 style=""text-align: center;""><img src=""https://redcap.health.uq.edu.au/redcap_v14.3.4/DataEntry/image_view.php?pid=2591&id=264697&doc_id_hash=dd73389e32fd57f4a999fefa1867c6f6db5c9261"" alt="""" width=""108"" height=""115""></h2> </td> <td style=""width: 80.9743%; padding: 0cm 5.4pt; height: 113px;""> <h2 style=""line-height: 150%;"">Dr Sarah Wallace</h2> <h3>STARS Education and Research Alliance, The University of Queensland and Metro North Health, Queensland</h3> </td> </tr> <tr style=""height: 113px;""> <td style=""width: 19.0257%; height: 113px;""> <h2><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://its-ss-academicportal.s3.amazonaws.com/prod/uqresearchers/photo/357.jpeg"" width=""95"" height=""95""></h2> </td> <td style=""width: 80.9743%; padding: 0cm 5.4pt; height: 113px;""> <h2 style=""line-height: 150%;"">Prof David Copland</h2> <h3>STARS Education and Research Alliance, The University of Queensland and Metro North Health, Queensland</h3> </td> </tr> <tr style=""height: 158.391px;""> <td style=""width: 19.0257%; height: 158.391px;""> <h2 style=""text-align: center;""><img src=""https://redcap.health.uq.edu.au/redcap_v14.3.4/DataEntry/image_view.php?pid=2591&id=264695&doc_id_hash=3f7f40a1156fc6ce3bac9e232f9e28808c94730d"" alt="""" width=""104"" height=""112""></h2> </td> <td style=""width: 80.9743%; padding: 0cm 5.4pt; height: 158.391px;""> <h2 style=""line-height: 150%;"">A/Prof Monique Kilkenny</h2> <h3 style=""line-height: 150%;""><span style=""font-weight: normal;"">Monash University</span></h3> </td> </tr> <tr style=""height: 142.391px;""> <td style=""width: 19.0257%; height: 142.391px;""> <h2 style=""text-align: center;""><img src=""https://redcap.health.uq.edu.au/redcap_v14.3.4/DataEntry/image_view.php?pid=2591&id=264693&doc_id_hash=a69b170b32c03d8d0cf609ea8225e3af0f45242e"" alt="""" width=""104"" height=""118""></h2> </td> <td style=""width: 80.9743%; padding: 0cm 5.4pt; height: 142.391px;""> <h2 style=""line-height: 150%;"">A/Prof Erin Godecke</h2> <h3 style=""line-height: 150%;""><span style=""font-weight: normal;"">Edith Cowan University, Sir Charles Gairdner Hospital</span></h3> </td> </tr> <tr style=""height: 113px;""> <td style=""width: 10%; height: 113px;""> <h2><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://federation.edu.au/__data/assets/image/0008/501794/MKM20190826170138_0050.jpg"" width=""95"" height=""63""></h2> </td> <td style=""width: 80.9743%; padding: 0cm 5.4pt; height: 113px;""> <h2 style=""line-height: 150%;"">Prof Carolyn Unsworth</h2> <h3 style=""line-height: 150%;""><span style=""font-weight: normal;"">Federation University</span></h3> </td> </tr> <tr style=""height: 130px;""> <td style=""width: 19.0257%; height: 130px;""> <h2><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://redcap.health.uq.edu.au/redcap_v14.3.4/DataEntry/image_view.php?pid=2591&id=245452&doc_id_hash=ddad3638bf36b5bc83fc20f59218f637247b2a9e"" alt="""" width=""95"" height=""115""></h2> </td> <td style=""width: 80.9743%; padding: 0cm 5.4pt; height: 130px;""> <h2 style=""line-height: 150%;"">Dr Kirstine Shrusole</h2> <h3 style=""line-height: 150%;""><span style=""font-weight: normal;"">Southern Cross University</span></h3> </td> </tr> <tr style=""height: 113px;""> <td style=""width: 19.0257%; height: 113px;""> <h2><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://scholars.latrobe.edu.au/rohalloran/photo"" alt=""Robyn O'Halloran"" width=""95"" height=""95""></h2> </td> <td style=""width: 80.9743%; padding: 0cm 5.4pt; height: 113px;""> <h2 style=""line-height: 150%;"">Dr Robyn O'Halloran</h2> <h3 style=""line-height: 150%;""><span style=""font-weight: normal;"">La Trobe University</span></h3> </td> </tr> <tr style=""height: 158.391px;""> <td style=""width: 19.0257%; height: 158.391px;""><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://redcap.health.uq.edu.au/redcap_v14.3.4/DataEntry/image_view.php?pid=2591&id=264689&doc_id_hash=8880baa340f1e177e1fb5e704447a6b55889e0e2"" alt="""" width=""95"" height=""108""></td> <td style=""width: 80.9743%; padding: 0cm 5.4pt; height: 158.391px;""> <h2 style=""line-height: 150%;"">Dr Muideen Olaiya</h2> <h3 style=""line-height: 150%;""><span style=""font-weight: normal;"">Monash University</span></h3> </td> </tr> <tr style=""height: 124px;""> <td style=""width: 19.0257%; height: 124px;""> <h2><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://redcap.health.uq.edu.au/redcap_v14.3.4/DataEntry/image_view.php?pid=2591&id=245454&doc_id_hash=652a5e467c85f6c18f25f2fcde4d4f12c5581f5b"" alt="""" width=""95"" height=""109""></h2> </td> <td style=""width: 80.9743%; padding: 0cm 5.4pt; height: 124px;""> <h2 style=""line-height: 150%;"">Dr Sam Harvey</h2> <h3>STARS Education and Research Alliance, The University of Queensland and Metro North Health, Queensland</h3> </td> </tr> <tr style=""height: 113px;""> <td style=""width: 19.0257%; height: 113px;""> <h2 style=""text-align: center;""><img src=""https://redcap.health.uq.edu.au/redcap_v14.3.4/DataEntry/image_view.php?pid=2591&id=264691&doc_id_hash=81642a5756b61027ea5de88d6b27f6be08204f6d"" alt="""" width=""108"" height=""114""></h2> </td> <td style=""width: 80.9743%; padding: 0cm 5.4pt; height: 113px;""> <h2 style=""line-height: 150%;"">Dr Annie Hill</h2> <h3>STARS Education and Research Alliance, The University of Queensland and Metro North Health, Queensland</h3> </td> </tr> <tr style=""height: 116.391px;""> <td style=""width: 19.0257%; height: 116.391px;""> <h2><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://s3-ap-southeast-2.amazonaws.com/curtin-staff-profile-images-prd/deborah-hersh-415a6b43.PNG?ver=0.4503943068653897"" alt=""Deborah Hersh"" width=""95"" height=""101""></h2> </td> <td style=""width: 80.9743%; padding: 0cm 5.4pt; height: 116.391px;""> <h2 style=""line-height: 150%;"">Prof Deborah Hersh</h2> <h3 style=""line-height: 150%;""><span style=""font-weight: normal;"">Curtin University</span></h3> </td> </tr> </tbody> </table></div>",,,,,,,[screen_hospital]='14',,,,,,
ptwithdraw_info_fh,patient_withdrawal_fremantle_hospital,,descriptive,"<div class=""rich-text-field-label""><h2><span style=""text-decoration: underline;""><span style=""color: rgb(0, 0, 0); text-decoration: underline;""><strong>Declaration by Participant</strong></span></span></h2> <h2 style=""line-height: 200%;""><span style=""color: #000000;""><strong><span style=""font-weight: normal;"">I wish to </span>withdraw from participation <span style=""font-weight: normal;"">from this research project. </span></strong></span></h2> <h2 style=""line-height: 200%;""><span style=""color: #000000;""><strong><span style=""font-weight: normal;"">I understand this will</span> not affect my routine care. </strong></span></h2> <h2 style=""line-height: 200%;""><span style=""color: #000000;""><strong><span style=""font-weight: normal;"">I understand that this will not affect my relationships with the researchers of The University of Queensland or with hospital staff. </span></strong></span></h2></div>",,,,,,,[screen_hospital]='14',,,,,,
ptwithdraw_name_fh,patient_withdrawal_fremantle_hospital,,text,"<div class=""rich-text-field-label""><h2><span style=""color: rgb(0, 0, 0);""><strong>Name of Participant</strong></span></h2></div>",,,,,,,[screen_hospital]='14',y,,,,,
ptwithdraw_sign_fh,patient_withdrawal_fremantle_hospital,,file,"<div class=""rich-text-field-label""><h2><span style=""color: rgb(0, 0, 0);""><strong>Signature</strong></span></h2></div>",,,signature,,,,[screen_hospital]='14',y,,,,,
ptwithdraw_signdate_fh,patient_withdrawal_fremantle_hospital,,text,"<div class=""rich-text-field-label""><h2><span style=""color: rgb(0, 0, 0);""><strong>Date</strong></span></h2></div>",,,date_dmy,,,,[screen_hospital]='14',y,,,,,
ptwithdraw_verbaldesc_fh,patient_withdrawal_fremantle_hospital,,notes,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">In the event that the participant's decision to withdraw is communicated verbally, a Researcher must provide a description of the circumstances below.</span></p></div>",,,,,,,[screen_hospital]='14',,LV,,,,
continue3_fsh,patient_withdrawal_fiona_stanley_hospital,,descriptive,"<div class=""yellow"" style=""text-align: left;""> <h6 style=""text-align: left;"">Please continue to the next page to complete the withdrawal form for the selected admission hospital site<span style=""font-weight: normal;""> </span></h6> </div> <p>",,,,,,,[screen_hospital]='14',,,,,,
ptwithdraw_instruct_fsh,patient_withdrawal_fiona_stanley_hospital,,descriptive,"<div class=""rich-text-field-label""><h3><span style=""font-weight: normal;"">Patient Withdrawal</span></h3> <div class=""yellow"" style=""text-align: left;""> <h6 style=""text-align: left;"">Please open this page in survey view to complete the withdrawal form with the patient<span style=""font-weight: normal;""> </span></h6> </div> <p><br><span style=""font-weight: normal;"">In the top right, click</span> Survey options > Open survey<span style=""font-weight: normal;""><span style=""font-weight: normal;""><br></span></span></p> <p><img src=""https://redcap.health.uq.edu.au/redcap_v13.10.4/DataEntry/image_view.php?pid=2591&id=272053&doc_id_hash=089bdc5630331efdb91c4193bfcb659d472c75c1"" alt="""" width=""264"" height=""153""></p></div>",,,,,,,[screen_hospital]='13',,,,,," @HIDDEN-SURVEY"
