"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
pt_q3,patient_experience_survey,,radio,"<div class=""rich-text-field-label""><h2><strong>How relevant </strong>were the <strong> questions </strong>about <strong>you? </strong></h2></div>","1, <h2>Very irrelevant<br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:68px;max-width:68px;height:59px;max-height:59px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1""><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:68px;max-width:68px;height:59px;max-height:59px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1""> | 2, <h2>Irrelevant<br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:68px;max-width:68px;height:59px;max-height:59px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1""> | 3, <h2>Neutral <br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8ad42d694ac76cd6b4ec7b6f066761102e82c073&id=316168&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:64px;max-width:64px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8ad42d694ac76cd6b4ec7b6f066761102e82c073&id=316168&instance=1""> | 4, <h2>Relevant<br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:69px;max-width:69px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1""> | 5, <h2>Very relevant<br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:69px;max-width:69px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1""><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:69px;max-width:69px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"">",,,,,,[pt_q_completed]<>'2',,,,,,
pt_q4,patient_experience_survey,,radio,"<h2><b>How appropriate </b>were the <b>questions</b> and <b>tests </b>in <b>describing your aphasia?</b></h2>","1, <h2>Very inappropriate<br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:68px;max-width:68px;height:59px;max-height:59px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1""><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:68px;max-width:68px;height:59px;max-height:59px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1""> | 2, <h2>Inappropriate<br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:68px;max-width:68px;height:59px;max-height:59px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1""> | 3, <h2>Neutral <br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8ad42d694ac76cd6b4ec7b6f066761102e82c073&id=316168&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:64px;max-width:64px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8ad42d694ac76cd6b4ec7b6f066761102e82c073&id=316168&instance=1""> | 4, <h2>Appropriate<br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:69px;max-width:69px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1""> | 5, <h2>Very appropriate<br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:69px;max-width:69px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1""><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:69px;max-width:69px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"">",,,,,,[pt_q_completed]<>'2',,,,,,
pt_q5,patient_experience_survey,,radio,"<h2><b>How comfortable</b> were you <b>answering the questions </b>and <b>completing the tests?</b></p>
","1, <h2>Very uncomfortable<br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:68px;max-width:68px;height:59px;max-height:59px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1""><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:68px;max-width:68px;height:59px;max-height:59px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1""> | 2, <h2>Uncomfortable <br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:68px;max-width:68px;height:59px;max-height:59px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1""> | 3, <h2>Neutral <br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8ad42d694ac76cd6b4ec7b6f066761102e82c073&id=316168&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:64px;max-width:64px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8ad42d694ac76cd6b4ec7b6f066761102e82c073&id=316168&instance=1""> | 4, <h2>Comfortable<br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:69px;max-width:69px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1""> | 5, <h2>Very comfortable<br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:69px;max-width:69px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1""><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:69px;max-width:69px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"">",,,,,,[pt_q_completed]<>'2',,,,,,
pt_q6,patient_experience_survey,,radio,"<h2><b>Was </b>the <b>amount of time </b>it took <b>to complete </b>the <b>tests acceptable?</b></h2>
","1, <h2>Very unacceptable<br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:68px;max-width:68px;height:59px;max-height:59px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1""><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:68px;max-width:68px;height:59px;max-height:59px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1""> | 2, <h2>Unacceptable <br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:68px;max-width:68px;height:59px;max-height:59px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1""> | 3, <h2>Neutral <br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8ad42d694ac76cd6b4ec7b6f066761102e82c073&id=316168&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:64px;max-width:64px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8ad42d694ac76cd6b4ec7b6f066761102e82c073&id=316168&instance=1""> | 4, <h2>Acceptable<br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:69px;max-width:69px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1""> | 5, <h2>Very acceptable <br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:69px;max-width:69px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1""><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:69px;max-width:69px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"">",,,,,,[pt_q_completed]<>'2',,,,,,
pt_q7,patient_experience_survey,,radio,"<h2>How would you rate your <b>overall satisfaction </b>with the <b>questions asked </b>and the<b> tests completed?</b></h2>
","1, <h2>Very unsatisfied<br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:68px;max-width:68px;height:59px;max-height:59px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1""><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:68px;max-width:68px;height:59px;max-height:59px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1""> | 2, <h2>Unsatisfied <br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:68px;max-width:68px;height:59px;max-height:59px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1""> | 3, <h2>Neutral <br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8ad42d694ac76cd6b4ec7b6f066761102e82c073&id=316168&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:64px;max-width:64px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8ad42d694ac76cd6b4ec7b6f066761102e82c073&id=316168&instance=1""> | 4, <h2>Satisfied<br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:69px;max-width:69px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1""> | 5, <h2>Very satisfied<br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:69px;max-width:69px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1""><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:69px;max-width:69px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"">",,,,,,[pt_q_completed]<>'2',,,,,,
pt_q8,patient_experience_survey,,notes,"<div class=""rich-text-field-label""><h2>Do you have<strong> any other feedback</strong> you would like to share<strong> about your experience?</strong></h2> <p> </p> <h2><strong>- Were </strong><span style=""font-weight: normal;"">any of the <strong>tests repetitive</strong> or <strong>not important?</strong></span></h2> <p><strong> </strong></p> <h2><strong><span style=""font-weight: normal;"">- Is there </span></strong> any <strong>additional information</strong> <span style=""font-weight: normal;"">we should <strong>collect? </strong></span></h2> <h2><span style=""font-weight: normal;"">- Did completing the tests <strong>impact you emotionally? </strong></span></h2> <h2> </h2></div>",,,,,,,[pt_q_completed]<>'2',,LH,,,,
veryeasy,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
easy,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
difficult,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
vdifficult,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
veasyunderstand,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
easyunderstand,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
diffunderstand,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
vdiffunderstand,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
veryhelpful,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
helpful,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
neutralface,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
unhelpful,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
vunhelpful,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
venjoyable,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
enjoyable,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
notenjoyable,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
vunenjoyable,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
vunacceptable,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
unacceptable,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
acceptable,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
vacceptable,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
vunsatisfied,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
unsatisfied,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
satisfied,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
vsatisfied,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
irrelevant,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
very_irrelevant,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
very_relevant,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
relevant,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
appropriate,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
inappropriate,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
very_inappropriate,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
very_appropriate,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
very_uncomfortable,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
uncomfortable,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
comfortable,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
very_comfortable,patient_experience_survey,,descriptive,,,,,,,,,,,,,," @HIDDEN"
discharge_header,discharge_information,"Hospital Discharge Information",descriptive,"Please do not leave any data fields blank. Discharge information to be completed at end of [event-label] episode of care",,,,,,,,,,,,,
data_entry_id_dc,discharge_information,,text,"Data entry person ID",,,,,,,,,,,,," @USERNAME @READONLY"
dcdate,discharge_information,,text,"What date did the patient discharge from [event-label] admission?",,DD-MM-YYYY,date_dmy,,,,,,,,,," @HIDEBUTTON"
dcdest,discharge_information,,dropdown,"Where did the patient discharge after [event-label] admission?","1, Discharge/transfer to another acute hospital | 2, Discharge to a residential aged care service, unless this is the usual place of residence | 3, Statistical discharge | 4, Left against medical advice/discharge at own risk | 5, Died | 6, Usual residence with support | 7, Usual residence without support | 8, Inpatient rehabilitation | 9, Transitional care service",,,,,,,,,,,,
dchospital,discharge_information,,radio,"If the patient was discharged to another inpatient facility (acute or rehabilitation), which hospital did they discharge to?","1, Royal Brisbane and Women's Hospital | 2, Surgical, Treatment and Rehabilitation Service | 3, Brighton Rehabilitation Unit | 4, Caboolture Hospital | 5, Redcliffe Hospital | 6, St Vincent's Hospital Melbourne - Acute Fitzroy | 7, St Vincent's Hospital Melbourne - Rehab Fitzroy | 8, St Vincent's Hospital Melbourne - Rehab SGHS | 9, Monash Medical Centre | 10, Kingston Centre | 11, Sir Charles Gairdner Hospital | 12, Osborne Park Hospital | 13, Fiona Stanley Hospital | 14, Fremantle Hospital | 15, STARS Day Hospital | 16, Casey Hospital | 17, St Vincent's Hospital Melbourne - Rehab@Home | 99, Other, please specify {dchospital_other}",,,,,,"[dcdest]='1' or [dcdest]='8' or [dcdest]='9'",,,,,,
dchospital_other,discharge_information,,text,"Please specify",,,,,,,[dchospital]='99',,,,,,
dc_speech,discharge_information,"Speech Pathology Discharge Information",radio,"Was the patient discharged from speech pathology during [event-label] admission?","1, Yes | 2, No",,,,,,,,,,,,
